VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
exmpl-kestrel-0194,poweredOn,False,False,green,exmplkestrel0194.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,3,,8192,0,1,5,921600,False,,normal,,TRUE,,10.21.78.213,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1051194,525597,525596,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0194.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),IDLE,,vm-4154,ddc55bbb-6403-5665-4919-00b4caab8446,7656fc61-e035-c0a0-17d5-2ed829d6a7d4,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0015,poweredOff,False,False,green,exmplkestrel0015.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,3,,8192,0,1,5,921600,False,,normal,,TRUE,,10.21.78.216,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1051211,525605,525604,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0015.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,openSUSE 15.5 (64-bit),openSUSE 15.5 (64-bit),IDLE,,vm-4155,388991ea-5476-f80c-71e0-b9cea7ec482e,dc8a6f17-de1f-4cf1-9a93-c383369045b8,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0029,poweredOn,False,False,green,exmplkestrel0029.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,5,,17408,0,1,5,921600,False,,normal,,TRUE,,10.21.79.219,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2230876,1115438,1115437,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0029.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE 11 (64-bit),SUSE 11 (64-bit),IDLE,,vm-4156,81aab391-14a4-66f3-6d02-0c32df3d3891,29515480-5782-4b0d-9760-9c715c7e3b1e,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0167,poweredOff,False,False,green,exmplkestrel0167.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,5,,34816,0,1,5,921600,False,,normal,,TRUE,,10.21.79.222,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4459117,2229558,2229557,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0167.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 7.9 (64-bit),Red Hat Enterprise Linux 7.9 (64-bit),IDLE,,vm-4157,8ecf7edc-63ef-12a5-9e40-c68dc1c0f75e,96507f58-ae25-cd88-30c8-76f958288a5f,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0068,poweredOn,False,False,green,exmplkestrel0068.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,9,,35840,0,1,5,921600,False,,normal,,TRUE,,10.21.80.225,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4590206,2295103,2295102,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0068.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 6.10 (64-bit),Red Hat Enterprise Linux 6.10 (64-bit),IDLE,,vm-4158,79a67df4-59eb-d90b-a6ce-01c93ab4838b,3b586728-ea5a-ebb7-390e-a8e4dd51961e,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0009,poweredOff,False,False,green,exmplkestrel0009.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,9,,69632,0,1,5,921600,False,,normal,,TRUE,,10.21.80.228,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8915599,4457799,4457798,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/exmpl-kestrel-0009.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3135/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 5.11 (64-bit),Red Hat Enterprise Linux 5.11 (64-bit),IDLE,,vm-4159,d1703ee1-50c3-9217-cdac-15aef0c44519,897a220a-d9f0-98dc-6911-05d042126556,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0035,poweredOn,False,False,green,exmplkestrel0035.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,17,,131072,0,1,5,921600,False,,normal,,TRUE,,10.21.81.231,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,16779936,8389968,8389967,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0035.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,FreeBSD 14.0 (64-bit),FreeBSD 14.0 (64-bit),IDLE,,vm-4160,26c5f07f-905f-4752-d62c-aca1360b1360,d91bf224-09fa-2612-66ee-7c4fd62aba24,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0014,poweredOff,False,False,green,exmplkestrel0014.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,5120,0,1,5,921600,False,,normal,,TRUE,,10.21.81.234,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,658097,329048,329047,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0014.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE openSUSE Leap 15.4 (64-bit),SUSE openSUSE Leap 15.4 (64-bit),IDLE,,vm-4161,889b59c2-8357-7c53-cb11-eb08c7535467,476df6ab-20f9-1602-38f0-14f1da38710b,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0040,poweredOn,False,False,green,exmplkestrel0040.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,10240,0,1,5,921600,False,,normal,,TRUE,,10.21.82.237,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1313474,656737,656736,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0040.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE 12 (64-bit),SUSE 12 (64-bit),IDLE,,vm-4162,b014e7ef-c23e-ef71-ae63-3a7a872b338f,cd1b6db7-b598-27ae-ad7f-9817a513bf6e,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0134,poweredOff,False,False,green,exmplkestrel0134.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,6,,19456,0,1,5,921600,False,,normal,,TRUE,,10.21.82.240,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2493139,1246569,1246568,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0134.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2025 (64-bit),Microsoft Windows Server 2025 (64-bit),IDLE,,vm-4163,ac929e4b-23fa-f2ab-c492-a92107f680e8,bfa93abd-fd25-7dc5-e4e6-c99bcbcb781f,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0124,poweredOn,False,False,green,exmplkestrel0124.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,6,,36864,0,1,5,921600,False,,normal,,TRUE,,10.21.83.243,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4721380,2360690,2360689,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0124.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),IDLE,,vm-4164,4ef88033-21d9-3185-9cee-7b83c3052a63,a1952b8d-167d-ddfc-b8be-a886c70932c6,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0056,poweredOff,False,False,green,exmplkestrel0056.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,10,,32768,0,1,5,921600,False,,normal,,TRUE,,10.21.83.246,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4197109,2098554,2098553,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0056.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),IDLE,,vm-4165,97c06cbd-a363-e36e-64c3-d23392ce89c3,5282858c-74da-97f7-f8e2-eddfc388e3a2,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0011,poweredOn,False,False,green,exmplkestrel0011.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,10,,66560,0,1,5,921600,False,,normal,,TRUE,,10.21.84.249,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8522502,4261251,4261250,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0011.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),IDLE,,vm-4166,77afcc3a-da33-9651-a45b-279304360e0d,f7c57456-07c2-2c3b-6bf7-d3218a8f5f94,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0013,poweredOff,False,False,green,exmplkestrel0013.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,18,,133120,0,1,5,921600,False,,normal,,TRUE,,10.21.84.2,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,17042199,8521099,8521098,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0013.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Ubuntu Linux 24.04 LTS (64-bit),Ubuntu Linux 24.04 LTS (64-bit),IDLE,,vm-4167,ab6484d4-aba1-869f-1cae-dc50e3f4e3ab,17164d5b-f4dc-d3d3-4b30-850f30ac7848,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0129,poweredOn,False,False,green,exmplkestrel0129.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,2,,7168,0,1,5,921600,False,,normal,,TRUE,,10.21.85.5,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,920360,460180,460179,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0129.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Ubuntu Linux 22.04 (64-bit),Ubuntu Linux 22.04 (64-bit),IDLE,,vm-4168,bd3ce0f9-54a0-283a-8542-7cfbc0cb62fd,05d4dc29-4a51-ab06-661d-e00d2a392671,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0099,poweredOff,False,False,green,exmplkestrel0099.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,2,,12288,0,1,5,921600,False,,normal,,TRUE,,10.21.85.8,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1575737,787868,787867,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/exmpl-kestrel-0099.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3136/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,CentOS 7.9 (64-bit),CentOS 7.9 (64-bit),IDLE,,vm-4169,bf8e4f3f-b2ec-f98e-0ea7-dad5c7da4af0,a87a651f-cbf4-296f-1e86-5126c21a8a3e,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0078,poweredOn,False,False,green,exmplkestrel0078.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,16384,0,1,5,921600,False,,normal,,TRUE,,10.21.86.11,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2100042,1050021,1050020,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/exmpl-kestrel-0078.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,CentOS 8 (64-bit),CentOS 8 (64-bit),IDLE,,vm-4170,50c4e4e1-42dd-f635-44f2-b0f8a1defa70,7112bd38-a4bb-f070-5ee1-a3f815aa7c08,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0133,poweredOff,False,False,green,exmplkestrel0133.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,33792,0,1,5,921600,False,,normal,,TRUE,,10.21.86.14,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4328283,2164141,2164140,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/exmpl-kestrel-0133.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),IDLE,,vm-4171,3135f79c-d2e6-fb03-8481-f17d854a4ed6,54eddfbd-2eab-accb-19c6-e0ca6b5018a3,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0122,poweredOn,False,False,green,exmplkestrel0122.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,8,,34816,0,1,5,921600,False,,normal,,TRUE,,10.21.87.17,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4459372,2229686,2229685,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/exmpl-kestrel-0122.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),IDLE,,vm-4172,a65eeaee-5188-3078-dda2-5055af90882b,20e66b8e-6cc6-d0d5-1bfd-ecb49fdb8726,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0086,poweredOff,False,False,green,exmplkestrel0086.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,8,,68608,0,1,5,921600,False,,normal,,TRUE,,10.21.87.20,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8784765,4392382,4392381,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/exmpl-kestrel-0086.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 7.9 (64-bit),Oracle Linux 7.9 (64-bit),IDLE,,vm-4173,21d782e4-9b2a-628b-fe1c-36e1ad6dcc92,6c1844e5-ff53-5e9d-6f9f-3b15d0e8882d,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0175,poweredOn,False,False,green,exmplkestrel0175.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,16,,135168,0,1,5,921600,False,,normal,,TRUE,,10.21.88.23,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,17304462,8652231,8652230,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/exmpl-kestrel-0175.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3137/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Debian GNU/Linux 11 (64-bit),Debian GNU/Linux 11 (64-bit),IDLE,,vm-4174,38c47a04-959c-d92a-006e-acfe4bc57f39,23de21bc-4d7a-ce9f-fdb5-9cae6157f688,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
